problem,definition,episodes,N,f1,f1_over_N,distinct_answers,freeze_eligible,frozen_at
run1,best_a,243,243,1,0.00411522633744856,5,False,
run1,best_b,243,243,0,0.0,5,False,
run1,best_a,244,244,1,0.004098360655737705,5,False,
run1,best_b,244,244,0,0.0,5,False,
run1,best_a,245,245,1,0.004081632653061225,5,False,
run1,best_b,245,245,0,0.0,5,False,
run1,best_a,246,246,1,0.0040650406504065045,5,False,
run1,best_b,246,246,0,0.0,5,False,
run1,best_a,247,247,1,0.004048582995951417,5,False,
run1,best_b,247,247,0,0.0,5,False,
run1,best_a,248,248,1,0.004032258064516129,5,False,
run1,best_b,248,248,0,0.0,5,False,
run1,best_a,249,249,1,0.004016064257028112,5,False,
run1,best_b,249,249,0,0.0,5,False,
run1,best_a,250,250,1,0.004,5,False,
run1,best_b,250,250,0,0.0,5,False,
run1,best_a,251,251,1,0.00398406374501992,5,False,
run1,best_b,251,251,0,0.0,5,False,
run1,best_a,252,252,1,0.003968253968253968,5,False,
run1,best_b,252,252,0,0.0,5,False,
run1,best_a,253,253,1,0.003952569169960474,5,False,
run1,best_b,253,253,0,0.0,5,False,
run1,best_a,254,254,1,0.003937007874015748,5,False,
run1,best_b,254,254,0,0.0,5,False,
run1,best_a,255,255,1,0.00392156862745098,5,False,
run1,best_b,255,255,0,0.0,5,False,
run1,best_a,256,256,1,0.00390625,5,False,
run1,best_b,256,256,0,0.0,5,False,
run1,best_a,257,257,1,0.0038910505836575876,5,False,
run1,best_b,257,257,0,0.0,5,False,
run1,best_a,258,258,1,0.003875968992248062,5,False,
run1,best_b,258,258,0,0.0,5,False,
run1,best_a,259,259,1,0.003861003861003861,5,False,
run1,best_b,259,259,0,0.0,5,False,
run1,best_a,260,260,1,0.0038461538461538464,5,False,
run1,best_b,260,260,0,0.0,5,False,
run1,best_a,261,261,1,0.0038314176245210726,5,False,
run1,best_b,261,261,0,0.0,5,False,
run1,best_a,262,262,1,0.003816793893129771,5,False,
run1,best_b,262,262,0,0.0,5,False,
run1,best_a,263,263,1,0.0038022813688212928,5,False,
run1,best_b,263,263,0,0.0,5,False,
run1,best_a,264,264,1,0.003787878787878788,5,False,
run1,best_b,264,264,0,0.0,5,False,
run1,best_a,265,265,1,0.0037735849056603774,5,False,
run1,best_b,265,265,0,0.0,5,False,
run1,best_a,266,266,1,0.0037593984962406013,5,False,
run1,best_b,266,266,0,0.0,5,False,
run1,best_a,267,267,1,0.003745318352059925,5,False,
run1,best_b,267,267,0,0.0,5,False,
run1,best_a,268,268,1,0.0037313432835820895,5,False,
run1,best_b,268,268,0,0.0,5,False,
run1,best_a,269,269,1,0.0037174721189591076,5,False,
run1,best_b,269,269,0,0.0,5,False,
run1,best_a,270,270,1,0.003703703703703704,5,False,
run1,best_b,270,270,0,0.0,5,False,
run1,best_a,271,271,1,0.0036900369003690036,5,False,
run1,best_b,271,271,0,0.0,5,False,
run1,best_a,272,272,1,0.003676470588235294,5,False,
run1,best_b,272,272,0,0.0,5,False,
run1,best_a,273,273,1,0.003663003663003663,5,False,
run1,best_b,273,273,0,0.0,5,False,
run1,best_a,274,274,1,0.0036496350364963502,5,False,
run1,best_b,274,274,0,0.0,5,False,
run1,best_a,275,275,1,0.0036363636363636364,5,False,
run1,best_b,275,275,0,0.0,5,False,
run1,best_a,276,276,1,0.0036231884057971015,5,False,
run1,best_b,276,276,0,0.0,5,False,
run1,best_a,277,277,1,0.0036101083032490976,5,False,
run1,best_b,277,277,0,0.0,5,False,
run1,best_a,278,278,1,0.0035971223021582736,5,False,
run1,best_b,278,278,0,0.0,5,False,
run1,best_a,279,279,1,0.0035842293906810036,5,False,
run1,best_b,279,279,0,0.0,5,False,
run1,best_a,280,280,1,0.0035714285714285713,5,False,
run1,best_b,280,280,0,0.0,5,False,
run1,best_a,281,281,1,0.0035587188612099642,5,False,
run1,best_b,281,281,0,0.0,5,False,
run1,best_a,282,282,1,0.0035460992907801418,5,False,
run1,best_b,282,282,0,0.0,5,False,
run1,best_a,283,283,1,0.0035335689045936395,5,False,
run1,best_b,283,283,0,0.0,5,False,
run1,best_a,284,284,1,0.0035211267605633804,5,False,
run1,best_b,284,284,0,0.0,5,False,
run1,best_a,285,285,1,0.0035087719298245615,5,False,
run1,best_b,285,285,0,0.0,5,False,
run1,best_a,286,286,1,0.0034965034965034965,5,False,
run1,best_b,286,286,0,0.0,5,False,
run1,best_a,287,287,1,0.003484320557491289,5,False,
run1,best_b,287,287,0,0.0,5,False,
run1,best_a,288,288,1,0.003472222222222222,5,False,
run1,best_b,288,288,0,0.0,5,False,
run1,best_a,289,289,1,0.0034602076124567475,5,False,
run1,best_b,289,289,0,0.0,5,False,
run1,best_a,290,290,1,0.0034482758620689655,5,False,
run1,best_b,290,290,0,0.0,5,False,
run1,best_a,291,291,1,0.003436426116838488,5,False,
run1,best_b,291,291,0,0.0,5,False,
run1,best_a,292,292,1,0.003424657534246575,5,False,
run1,best_b,292,292,0,0.0,5,False,
run1,best_a,293,293,1,0.0034129692832764505,5,False,
run1,best_b,293,293,0,0.0,5,False,
run1,best_a,294,294,1,0.003401360544217687,5,False,
run1,best_b,294,294,0,0.0,5,False,
run1,best_a,295,295,1,0.003389830508474576,5,False,
run1,best_b,295,295,0,0.0,5,False,
run1,best_a,296,296,1,0.0033783783783783786,5,False,
run1,best_b,296,296,0,0.0,5,False,
run1,best_a,297,297,1,0.003367003367003367,5,False,
run1,best_b,297,297,0,0.0,5,False,
run1,best_a,298,298,1,0.003355704697986577,5,False,
run1,best_b,298,298,0,0.0,5,False,
run1,best_a,299,299,1,0.0033444816053511705,5,False,
run1,best_b,299,299,0,0.0,5,False,
run1,best_a,300,300,1,0.0033333333333333335,5,False,
run1,best_b,300,300,0,0.0,5,False,
run1,best_a,301,301,1,0.0033222591362126247,5,False,
run1,best_b,301,301,0,0.0,5,False,
run1,best_a,302,302,1,0.0033112582781456954,5,False,
run1,best_b,302,302,0,0.0,5,False,
run1,best_a,303,303,1,0.0033003300330033004,5,False,
run1,best_b,303,303,0,0.0,5,False,
run1,best_a,304,304,1,0.003289473684210526,5,False,
run1,best_b,304,304,0,0.0,5,False,
run1,best_a,305,305,1,0.003278688524590164,5,False,
run1,best_b,305,305,0,0.0,5,False,
run1,best_a,306,306,1,0.0032679738562091504,5,False,
run1,best_b,306,306,0,0.0,5,False,
run1,best_a,307,307,1,0.003257328990228013,5,False,
run1,best_b,307,307,0,0.0,5,False,
run1,best_a,308,308,1,0.003246753246753247,5,False,
run1,best_b,308,308,0,0.0,5,False,
run1,best_a,309,309,1,0.003236245954692557,5,False,
run1,best_b,309,309,0,0.0,5,False,
run1,best_a,310,310,1,0.0032258064516129032,5,False,
run1,best_b,310,310,0,0.0,5,False,
run1,best_a,311,311,1,0.003215434083601286,5,False,
run1,best_b,311,311,0,0.0,5,False,
run1,best_a,312,312,1,0.003205128205128205,5,False,
run1,best_b,312,312,0,0.0,5,False,
run1,best_a,313,313,1,0.003194888178913738,5,False,
run1,best_b,313,313,0,0.0,5,False,
run1,best_a,314,314,1,0.0031847133757961785,5,False,
run1,best_b,314,314,0,0.0,5,False,
run1,best_a,315,315,1,0.0031746031746031746,5,False,
run1,best_b,315,315,0,0.0,5,False,
run1,best_a,316,316,1,0.0031645569620253164,5,False,
run1,best_b,316,316,0,0.0,5,False,
run1,best_a,317,317,1,0.0031545741324921135,5,False,
run1,best_b,317,317,0,0.0,5,False,
run1,best_a,318,318,1,0.0031446540880503146,5,False,
run1,best_b,318,318,0,0.0,5,False,
run1,best_a,319,319,1,0.003134796238244514,5,False,
run1,best_b,319,319,0,0.0,5,False,
run1,best_a,320,320,1,0.003125,5,False,
run1,best_b,320,320,0,0.0,5,False,
run1,best_a,321,321,1,0.003115264797507788,5,False,
run1,best_b,321,321,0,0.0,5,False,
run1,best_a,322,322,1,0.003105590062111801,5,False,
run1,best_b,322,322,0,0.0,5,False,
run1,best_a,323,323,1,0.0030959752321981426,5,False,
run1,best_b,323,323,0,0.0,5,False,
run1,best_a,324,324,1,0.0030864197530864196,5,False,
run1,best_b,324,324,0,0.0,5,False,
run1,best_a,325,325,1,0.003076923076923077,5,False,
run1,best_b,325,325,0,0.0,5,False,
run1,best_a,326,326,1,0.003067484662576687,5,False,
run1,best_b,326,326,0,0.0,5,False,
run1,best_a,327,327,1,0.0030581039755351682,5,False,
run1,best_b,327,327,0,0.0,5,False,
run1,best_a,328,328,1,0.003048780487804878,5,False,
run1,best_b,328,328,0,0.0,5,False,
run1,best_a,329,329,1,0.00303951367781155,5,False,
run1,best_b,329,329,0,0.0,5,False,
run1,best_a,330,330,1,0.0030303030303030303,5,False,
run1,best_b,330,330,0,0.0,5,False,
run1,best_a,331,331,1,0.0030211480362537764,5,False,
run1,best_b,331,331,0,0.0,5,False,
run1,best_a,332,332,1,0.0030120481927710845,5,False,
run1,best_b,332,332,0,0.0,5,False,
run1,best_a,333,333,1,0.003003003003003003,5,False,
run1,best_b,333,333,0,0.0,5,False,
run1,best_a,334,334,1,0.0029940119760479044,5,False,
run1,best_b,334,334,0,0.0,5,False,
run1,best_a,335,335,1,0.0029850746268656717,5,False,
run1,best_b,335,335,0,0.0,5,False,
run1,best_a,336,336,1,0.002976190476190476,5,False,
run1,best_b,336,336,0,0.0,5,False,
run1,best_a,337,337,1,0.002967359050445104,5,False,
run1,best_b,337,337,0,0.0,5,False,
run1,best_a,338,338,1,0.0029585798816568047,5,False,
run1,best_b,338,338,0,0.0,5,False,
run1,best_a,339,339,1,0.0029498525073746312,5,False,
run1,best_b,339,339,0,0.0,5,False,
run1,best_a,340,340,1,0.0029411764705882353,5,False,
run1,best_b,340,340,0,0.0,5,False,
run1,best_a,341,341,1,0.002932551319648094,5,False,
run1,best_b,341,341,0,0.0,5,False,
run1,best_a,342,342,1,0.0029239766081871343,5,False,
run1,best_b,342,342,0,0.0,5,False,
run1,best_a,343,343,1,0.0029154518950437317,5,False,
run1,best_b,343,343,0,0.0,5,False,
run1,best_a,344,344,1,0.0029069767441860465,5,False,
run1,best_b,344,344,0,0.0,5,False,
run1,best_a,345,345,1,0.002898550724637681,5,False,
run1,best_b,345,345,0,0.0,5,False,
run1,best_a,346,346,1,0.002890173410404624,5,False,
run1,best_b,346,346,0,0.0,5,False,
run1,best_a,347,347,1,0.002881844380403458,5,False,
run1,best_b,347,347,0,0.0,5,False,
run1,best_a,348,348,1,0.0028735632183908046,5,False,
run1,best_b,348,348,0,0.0,5,False,
run1,best_a,349,349,1,0.0028653295128939827,5,False,
run1,best_b,349,349,0,0.0,5,False,
run1,best_a,350,350,1,0.002857142857142857,5,False,
run1,best_b,350,350,0,0.0,5,False,
run1,best_a,351,351,1,0.002849002849002849,5,False,
run1,best_b,351,351,0,0.0,5,False,
run1,best_a,352,352,1,0.002840909090909091,5,False,
run1,best_b,352,352,0,0.0,5,False,
run1,best_a,353,353,1,0.0028328611898017,5,False,
run1,best_b,353,353,0,0.0,5,False,
run1,best_a,354,354,1,0.002824858757062147,5,False,
run1,best_b,354,354,0,0.0,5,False,
run1,best_a,355,355,1,0.0028169014084507044,5,False,
run1,best_b,355,355,0,0.0,5,False,
run1,best_a,356,356,1,0.0028089887640449437,5,False,
run1,best_b,356,356,0,0.0,5,False,
run1,best_a,357,357,1,0.0028011204481792717,5,False,
run1,best_b,357,357,0,0.0,5,False,
run1,best_a,358,358,1,0.002793296089385475,5,False,
run1,best_b,358,358,0,0.0,5,False,
run1,best_a,359,359,1,0.002785515320334262,5,False,
run1,best_b,359,359,0,0.0,5,False,
run1,best_a,360,360,1,0.002777777777777778,5,False,
run1,best_b,360,360,0,0.0,5,False,
run1,best_a,361,361,1,0.002770083102493075,5,False,
run1,best_b,361,361,0,0.0,5,False,
run1,best_a,362,362,1,0.0027624309392265192,5,False,
run1,best_b,362,362,0,0.0,5,False,
run1,best_a,363,363,1,0.0027548209366391185,5,False,
run1,best_b,363,363,0,0.0,5,False,
run1,best_a,364,364,1,0.0027472527472527475,5,False,
run1,best_b,364,364,0,0.0,5,False,
run1,best_a,365,365,1,0.0027397260273972603,5,False,
run1,best_b,365,365,0,0.0,5,False,
run1,best_a,366,366,1,0.00273224043715847,5,False,
run1,best_b,366,366,0,0.0,5,False,
run1,best_a,367,367,1,0.0027247956403269754,5,False,
run1,best_b,367,367,0,0.0,5,False,
run1,best_a,368,368,1,0.002717391304347826,5,False,
run1,best_b,368,368,0,0.0,5,False,
run1,best_a,369,369,1,0.0027100271002710027,5,False,
run1,best_b,369,369,0,0.0,5,False,
run1,best_a,370,370,1,0.002702702702702703,5,False,
run1,best_b,370,370,0,0.0,5,False,
run1,best_a,371,371,1,0.0026954177897574125,5,False,
run1,best_b,371,371,0,0.0,5,False,
run1,best_a,372,372,1,0.002688172043010753,5,False,
run1,best_b,372,372,0,0.0,5,False,
run1,best_a,373,373,1,0.002680965147453083,5,False,
run1,best_b,373,373,0,0.0,5,False,
run1,best_a,374,374,1,0.00267379679144385,5,False,
run1,best_b,374,374,0,0.0,5,False,
run1,best_a,375,375,1,0.0026666666666666666,5,False,
run1,best_b,375,375,0,0.0,5,False,
run1,best_a,376,376,1,0.0026595744680851063,5,False,
run1,best_b,376,376,0,0.0,5,False,
run1,best_a,377,377,1,0.002652519893899204,5,False,
run1,best_b,377,377,0,0.0,5,False,
run1,best_a,378,378,1,0.0026455026455026454,5,False,
run1,best_b,378,378,0,0.0,5,False,
run1,best_a,379,379,1,0.002638522427440633,5,False,
run1,best_b,379,379,0,0.0,5,False,
run1,best_a,380,380,1,0.002631578947368421,5,False,
run1,best_b,380,380,0,0.0,5,False,
run1,best_a,381,381,1,0.0026246719160104987,5,False,
run1,best_b,381,381,0,0.0,5,False,
run1,best_a,382,382,1,0.002617801047120419,5,False,
run1,best_b,382,382,0,0.0,5,False,
run1,best_a,383,383,1,0.0026109660574412533,5,False,
run1,best_b,383,383,0,0.0,5,False,
run1,best_a,384,384,1,0.0026041666666666665,5,False,
run1,best_b,384,384,0,0.0,5,False,
run1,best_a,385,385,1,0.0025974025974025974,5,False,
run1,best_b,385,385,0,0.0,5,False,
run1,best_a,386,386,1,0.0025906735751295338,5,False,
run1,best_b,386,386,0,0.0,5,False,
run1,best_a,387,387,1,0.002583979328165375,5,False,
run1,best_b,387,387,0,0.0,5,False,
run1,best_a,388,388,1,0.002577319587628866,5,False,
run1,best_b,388,388,0,0.0,5,False,
run1,best_a,389,389,1,0.002570694087403599,5,False,
run1,best_b,389,389,0,0.0,5,False,
run1,best_a,390,390,1,0.002564102564102564,5,False,
run1,best_b,390,390,0,0.0,5,False,
run1,best_a,391,391,1,0.0025575447570332483,5,False,
run1,best_b,391,391,0,0.0,5,False,
run1,best_a,392,392,1,0.002551020408163265,5,False,
run1,best_b,392,392,0,0.0,5,False,
run1,best_a,393,393,1,0.002544529262086514,5,False,
run1,best_b,393,393,0,0.0,5,False,
run1,best_a,394,394,1,0.0025380710659898475,5,False,
run1,best_b,394,394,0,0.0,5,False,
run1,best_a,395,395,1,0.002531645569620253,5,False,
run1,best_b,395,395,0,0.0,5,False,
run1,best_a,396,396,1,0.0025252525252525255,5,False,
run1,best_b,396,396,0,0.0,5,False,
run1,best_a,397,397,1,0.0025188916876574307,5,False,
run1,best_b,397,397,0,0.0,5,False,
run1,best_a,398,398,1,0.002512562814070352,5,False,
run1,best_b,398,398,0,0.0,5,False,
run1,best_a,399,399,1,0.002506265664160401,5,False,
run1,best_b,399,399,0,0.0,5,False,
run1,best_a,400,400,1,0.0025,5,False,
run1,best_b,400,400,0,0.0,5,False,
run1,best_a,401,401,1,0.0024937655860349127,5,False,
run1,best_b,401,401,0,0.0,5,False,
run1,best_a,402,402,1,0.0024875621890547263,5,False,
run1,best_b,402,402,0,0.0,5,False,
run1,best_a,403,403,1,0.0024813895781637717,5,False,
run1,best_b,403,403,0,0.0,5,False,
run1,best_a,404,404,1,0.0024752475247524753,5,False,
run1,best_b,404,404,0,0.0,5,False,
run1,best_a,405,405,1,0.0024691358024691358,5,False,
run1,best_b,405,405,0,0.0,5,False,
run1,best_a,406,406,1,0.0024630541871921183,5,False,
run1,best_b,406,406,0,0.0,5,False,
run1,best_a,407,407,1,0.002457002457002457,5,False,
run1,best_b,407,407,0,0.0,5,False,
run1,best_a,408,408,1,0.0024509803921568627,5,False,
run1,best_b,408,408,0,0.0,5,False,
run1,best_a,409,409,1,0.0024449877750611247,5,False,
run1,best_b,409,409,0,0.0,5,False,
run1,best_a,410,410,1,0.0024390243902439024,5,False,
run1,best_b,410,410,0,0.0,5,False,
run1,best_a,411,411,1,0.0024330900243309003,5,False,
run1,best_b,411,411,0,0.0,5,False,
run1,best_a,412,412,1,0.0024271844660194173,5,False,
run1,best_b,412,412,0,0.0,5,False,
run1,best_a,413,413,1,0.002421307506053269,5,False,
run1,best_b,413,413,0,0.0,5,False,
run1,best_a,414,414,1,0.0024154589371980675,5,False,
run1,best_b,414,414,0,0.0,5,False,
run1,best_a,415,415,1,0.0024096385542168677,5,False,
run1,best_b,415,415,0,0.0,5,False,
run1,best_a,416,416,1,0.002403846153846154,5,False,
run1,best_b,416,416,0,0.0,5,False,
run1,best_a,417,417,1,0.002398081534772182,5,False,
run1,best_b,417,417,0,0.0,5,False,
run1,best_a,418,418,1,0.0023923444976076554,5,False,
run1,best_b,418,418,0,0.0,5,False,
run1,best_a,419,419,1,0.002386634844868735,5,False,
run1,best_b,419,419,0,0.0,5,False,
run1,best_a,420,420,1,0.002380952380952381,5,False,
run1,best_b,420,420,0,0.0,5,False,
run1,best_a,421,421,1,0.0023752969121140144,5,False,
run1,best_b,421,421,0,0.0,5,False,
run1,best_a,422,422,1,0.002369668246445498,5,False,
run1,best_b,422,422,0,0.0,5,False,
run1,best_a,423,423,1,0.002364066193853428,5,False,
run1,best_b,423,423,0,0.0,5,False,
run1,best_a,424,424,1,0.0023584905660377358,5,False,
run1,best_b,424,424,0,0.0,5,False,
run1,best_a,425,425,1,0.002352941176470588,5,False,
run1,best_b,425,425,0,0.0,5,False,
run1,best_a,426,426,1,0.002347417840375587,5,False,
run1,best_b,426,426,0,0.0,5,False,
run1,best_a,427,427,1,0.00234192037470726,5,False,
run1,best_b,427,427,0,0.0,5,False,
run1,best_a,428,428,1,0.002336448598130841,5,False,
run1,best_b,428,428,0,0.0,5,False,
run1,best_a,429,429,1,0.002331002331002331,5,False,
run1,best_b,429,429,0,0.0,5,False,
run1,best_a,430,430,1,0.002325581395348837,5,False,
run1,best_b,430,430,0,0.0,5,False,
run1,best_a,431,431,1,0.002320185614849188,5,False,
run1,best_b,431,431,0,0.0,5,False,
run1,best_a,432,432,1,0.0023148148148148147,5,False,
run1,best_b,432,432,0,0.0,5,False,
run1,best_a,433,433,1,0.0023094688221709007,5,False,
run1,best_b,433,433,0,0.0,5,False,
run1,best_a,434,434,1,0.002304147465437788,5,False,
run1,best_b,434,434,0,0.0,5,False,
run1,best_a,435,435,1,0.0022988505747126436,5,False,
run1,best_b,435,435,0,0.0,5,False,
run1,best_a,436,436,1,0.0022935779816513763,5,False,
run1,best_b,436,436,0,0.0,5,False,
run1,best_a,437,437,1,0.002288329519450801,5,False,
run1,best_b,437,437,0,0.0,5,False,
run1,best_a,438,438,1,0.00228310502283105,5,False,
run1,best_b,438,438,0,0.0,5,False,
run1,best_a,439,439,1,0.002277904328018223,5,False,
run1,best_b,439,439,0,0.0,5,False,
run1,best_a,440,440,1,0.0022727272727272726,5,False,
run1,best_b,440,440,0,0.0,5,False,
run1,best_a,441,441,1,0.0022675736961451248,5,False,
run1,best_b,441,441,0,0.0,5,False,
run1,best_a,442,442,1,0.0022624434389140274,5,False,
run1,best_b,442,442,0,0.0,5,False,
run1,best_a,443,443,1,0.002257336343115124,5,False,
run1,best_b,443,443,0,0.0,5,False,
run1,best_a,444,444,1,0.0022522522522522522,5,False,
run1,best_b,444,444,0,0.0,5,False,
run1,best_a,445,445,1,0.0022471910112359553,5,False,
run1,best_b,445,445,0,0.0,5,False,
run1,best_a,446,446,1,0.002242152466367713,5,False,
run1,best_b,446,446,0,0.0,5,False,
run1,best_a,447,447,1,0.0022371364653243847,5,False,
run1,best_b,447,447,0,0.0,5,False,
run1,best_a,448,448,1,0.002232142857142857,5,False,
run1,best_b,448,448,0,0.0,5,False,
run1,best_a,449,449,1,0.0022271714922048997,5,False,
run1,best_b,449,449,0,0.0,5,False,
run1,best_a,450,450,1,0.0022222222222222222,5,False,
run1,best_b,450,450,0,0.0,5,False,
run1,best_a,451,451,1,0.0022172949002217295,5,False,
run1,best_b,451,451,0,0.0,5,False,
run1,best_a,452,452,1,0.0022123893805309734,5,False,
run1,best_b,452,452,0,0.0,5,False,
run1,best_a,453,453,1,0.002207505518763797,5,False,
run1,best_b,453,453,0,0.0,5,False,
run1,best_a,454,454,1,0.0022026431718061676,5,False,
run1,best_b,454,454,0,0.0,5,False,
run1,best_a,455,455,1,0.002197802197802198,5,False,
run1,best_b,455,455,0,0.0,5,False,
run1,best_a,456,456,1,0.0021929824561403508,5,False,
run1,best_b,456,456,0,0.0,5,False,
run1,best_a,457,457,1,0.002188183807439825,5,False,
run1,best_b,457,457,0,0.0,5,False,
run1,best_a,458,458,1,0.002183406113537118,5,False,
run1,best_b,458,458,0,0.0,5,False,
run1,best_a,459,459,1,0.002178649237472767,5,False,
run1,best_b,459,459,0,0.0,5,False,
run1,best_a,460,460,1,0.002173913043478261,5,False,
run1,best_b,460,460,0,0.0,5,False,
run1,best_a,461,461,1,0.0021691973969631237,5,False,
run1,best_b,461,461,0,0.0,5,False,
run1,best_a,462,462,1,0.0021645021645021645,5,False,
run1,best_b,462,462,0,0.0,5,False,
run1,best_a,463,463,1,0.0021598272138228943,5,False,
run1,best_b,463,463,0,0.0,5,False,
run1,best_a,464,464,1,0.0021551724137931034,5,False,
run1,best_b,464,464,0,0.0,5,False,
run1,best_a,465,465,1,0.002150537634408602,5,False,
run1,best_b,465,465,0,0.0,5,False,
run1,best_a,466,466,1,0.002145922746781116,5,False,
run1,best_b,466,466,0,0.0,5,False,
run1,best_a,467,467,1,0.0021413276231263384,5,False,
run1,best_b,467,467,0,0.0,5,False,
run1,best_a,468,468,1,0.002136752136752137,5,False,
run1,best_b,468,468,0,0.0,5,False,
run1,best_a,469,469,1,0.0021321961620469083,5,False,
run1,best_b,469,469,0,0.0,5,False,
run1,best_a,470,470,1,0.002127659574468085,5,False,
run1,best_b,470,470,0,0.0,5,False,
run1,best_a,471,471,1,0.0021231422505307855,5,False,
run1,best_b,471,471,0,0.0,5,False,
run1,best_a,472,472,1,0.00211864406779661,5,False,
run1,best_b,472,472,0,0.0,5,False,
run1,best_a,473,473,1,0.0021141649048625794,5,False,
run1,best_b,473,473,0,0.0,5,False,
run1,best_a,474,474,1,0.002109704641350211,5,False,
run1,best_b,474,474,0,0.0,5,False,
run1,best_a,475,475,1,0.002105263157894737,5,False,
run1,best_b,475,475,0,0.0,5,False,
run1,best_a,476,476,1,0.0021008403361344537,5,False,
run1,best_b,476,476,0,0.0,5,False,
run1,best_a,477,477,1,0.0020964360587002098,5,False,
run1,best_b,477,477,0,0.0,5,False,
run1,best_a,478,478,1,0.0020920502092050207,5,False,
run1,best_b,478,478,0,0.0,5,False,
run1,best_a,479,479,1,0.0020876826722338203,5,False,
run1,best_b,479,479,0,0.0,5,False,
run1,best_a,480,480,1,0.0020833333333333333,5,False,
run1,best_b,480,480,0,0.0,5,False,
run1,best_a,481,481,1,0.002079002079002079,5,False,
run1,best_b,481,481,0,0.0,5,False,
run1,best_a,482,482,1,0.002074688796680498,5,False,
run1,best_b,482,482,0,0.0,5,False,
run1,best_a,483,483,1,0.002070393374741201,5,False,
run1,best_b,483,483,0,0.0,5,False,
run1,best_a,484,484,1,0.002066115702479339,5,False,
run1,best_b,484,484,0,0.0,5,False,
run1,best_a,485,485,1,0.002061855670103093,5,False,
run1,best_b,485,485,0,0.0,5,False,
run1,best_a,486,486,1,0.00205761316872428,5,False,
run1,best_b,486,486,0,0.0,5,False,
run1,best_a,487,487,1,0.002053388090349076,5,False,
run1,best_b,487,487,0,0.0,5,False,
run1,best_a,488,488,1,0.0020491803278688526,5,False,
run1,best_b,488,488,0,0.0,5,False,
run1,best_a,489,489,1,0.002044989775051125,5,False,
run1,best_b,489,489,0,0.0,5,False,
run1,best_a,490,490,1,0.0020408163265306124,5,False,
run1,best_b,490,490,0,0.0,5,False,
run1,best_a,491,491,1,0.002036659877800407,5,False,
run1,best_b,491,491,0,0.0,5,False,
run1,best_a,492,492,1,0.0020325203252032522,5,False,
run1,best_b,492,492,0,0.0,5,False,
run1,best_a,493,493,1,0.002028397565922921,5,False,
run1,best_b,493,493,0,0.0,5,False,
run1,best_a,494,494,1,0.0020242914979757085,5,False,
run1,best_b,494,494,0,0.0,5,False,
run1,best_a,495,495,1,0.00202020202020202,5,False,
run1,best_b,495,495,0,0.0,5,False,
run1,best_a,496,496,1,0.0020161290322580645,5,False,
run1,best_b,496,496,0,0.0,5,False,
run1,best_a,497,497,1,0.002012072434607646,5,False,
run1,best_b,497,497,0,0.0,5,False,
run1,best_a,498,498,1,0.002008032128514056,5,False,
run1,best_b,498,498,0,0.0,5,False,
run1,best_a,499,499,1,0.002004008016032064,5,False,
run1,best_b,499,499,0,0.0,5,False,
run1,best_a,500,500,1,0.002,5,False,
run1,best_b,500,500,0,0.0,5,False,
run1,best_a,501,501,1,0.001996007984031936,5,False,
run1,best_b,501,501,0,0.0,5,False,
run1,best_a,502,502,1,0.00199203187250996,5,False,
run1,best_b,502,502,0,0.0,5,False,
run1,best_a,503,503,1,0.0019880715705765406,5,False,
run1,best_b,503,503,0,0.0,5,False,
run1,best_a,504,504,1,0.001984126984126984,5,False,
run1,best_b,504,504,0,0.0,5,False,
run1,best_a,505,505,1,0.0019801980198019802,5,False,
run1,best_b,505,505,0,0.0,5,False,
run1,best_a,506,506,1,0.001976284584980237,5,False,
run1,best_b,506,506,0,0.0,5,False,
run1,best_a,507,507,1,0.0019723865877712033,5,False,
run1,best_b,507,507,0,0.0,5,False,
run1,best_a,508,508,1,0.001968503937007874,5,False,
run1,best_b,508,508,0,0.0,5,False,
run1,best_a,509,509,1,0.0019646365422396855,5,False,
run1,best_b,509,509,0,0.0,5,False,
run1,best_a,510,510,1,0.00196078431372549,5,False,
run1,best_b,510,510,0,0.0,5,False,
run1,best_a,511,511,1,0.0019569471624266144,5,False,
run1,best_b,511,511,0,0.0,5,False,
run1,best_a,512,512,1,0.001953125,5,False,
run1,best_b,512,512,0,0.0,5,False,
run1,best_a,513,513,1,0.001949317738791423,5,False,
run1,best_b,513,513,0,0.0,5,False,
run1,best_a,514,514,1,0.0019455252918287938,5,False,
run1,best_b,514,514,0,0.0,5,False,
run1,best_a,515,515,1,0.001941747572815534,5,False,
run1,best_b,515,515,0,0.0,5,False,
run1,best_a,516,516,1,0.001937984496124031,5,False,
run1,best_b,516,516,0,0.0,5,False,
run1,best_a,517,517,1,0.0019342359767891683,5,False,
run1,best_b,517,517,0,0.0,5,False,
run1,best_a,518,518,1,0.0019305019305019305,5,False,
run1,best_b,518,518,0,0.0,5,False,
run1,best_a,519,519,1,0.0019267822736030828,5,False,
run1,best_b,519,519,0,0.0,5,False,
run1,best_a,520,520,1,0.0019230769230769232,5,False,
run1,best_b,520,520,0,0.0,5,False,
run1,best_a,521,521,1,0.0019193857965451055,5,False,
run1,best_b,521,521,0,0.0,5,False,
run1,best_a,522,522,1,0.0019157088122605363,5,False,
run1,best_b,522,522,0,0.0,5,False,
run1,best_a,523,523,1,0.0019120458891013384,5,False,
run1,best_b,523,523,0,0.0,5,False,
run1,best_a,524,524,1,0.0019083969465648854,5,False,
run1,best_b,524,524,0,0.0,5,False,
